,Assembly Code,Assembly Description,Access Control,Blind Type,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Finger Protection,DOOR_Finishes,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Fire Designation,Frame Material,Frame Thickness,Gap,Head Height,Height,Host Partition Thickness,IfcGUID,Keynote,Level,Mark,OmniClass Number,OmniClass Title,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,Comments,Ironmongery Set,Manufacturer,Vision Panel,Accessories & Sundry Items,Durability Rating,Main Panel Width,Secondary Panel Width,DOOR_Acoustic Rating,Acoustic Designation
IfcText('RAD1C02.D1'),IfcText(''),IfcText(''),IfcText('Yes'),IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText('Half Height/Edge'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O HH Acrovyn'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O HH Acrovyn'),IfcText('Laminate'),IfcText('FD30S'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('1saDB3OhLDvQmvKCANri4l'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('RAD1C02.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(160.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O HH Acrovyn'),IfcText('DD/SS (GL)'),IfcText('200'),IfcLengthMeasure(1910.),,IfcText('11m'),,,,,,,,
IfcText('EMD1C06.D1'),IfcText(''),IfcText(''),IfcText('Yes'),IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText('Half Height/Edge'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('1saDB3OhLDvQmvKCANri4I'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('EMD1C06.D1'),IfcText(''),IfcText(''),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('DD/SS (GL)'),IfcText('J137'),IfcLengthMeasure(1910.),,,,,,,,,,
IfcText('RAD1C02.D2'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText('Kick/Mid/Edge'),IfcText(''),IfcText('Yes'),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('1saDB3OhLDvQmvKCANri4N'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('RAD1C02.D2'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(122.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O Laminate'),IfcText('DD/SS (GL)'),IfcText('J114'),IfcLengthMeasure(1910.),,,,,,,,,,
IfcText('RAD1C01.D1'),IfcText(''),IfcText(''),IfcText('Yes'),IfcText(''),IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText('Kick/Mid/Edge'),IfcText(''),IfcText(''),IfcText('IDT 2b'),IfcBoolean(.F.),IfcLabel('IDT 2b - Double Unequal Door (Glazed): 1710mm - 2110mm S/O Laminate'),IfcLabel('IDT 2b - Double Unequal Door (Glazed): 1710mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),,IfcText('1saDB3OhLDvQmvKCANri4P'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('RAD1C01.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1710.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.0000000009637),IfcLabel('IDT 2b - Double Unequal Door (Glazed): 1710mm - 2110mm S/O Laminate'),IfcText('DUD/SS (GL)'),IfcText('171'),IfcLengthMeasure(1710.),,IfcText('11p'),,,,,IfcLengthMeasure(900.),IfcLengthMeasure(721.),IfcText('TBC'),
IfcText('EAU1C01.D1'),IfcText(''),IfcText(''),IfcText('Yes'),IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText(''),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('1saDB3OhLDvQmvKCANri4S'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('EAU1C01.D1'),IfcText(''),IfcText(''),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('DD/SS (GL)'),IfcText('J137'),IfcLengthMeasure(1910.),,IfcText('11l'),,,,,,,,
IfcText('PLA1104.D2'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri4U'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1104.D2'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,IfcText('09a'),,,,,,,,
IfcText('PLA1105.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri4V'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1105.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,,,,,,,,,
IfcText('PLA1105.D2'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri40'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1105.D2'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,,,,,,,,,
IfcText('CIR1104.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Hold Open'),IfcBoolean(.F.),IfcText('Half Height/Edge'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('1saDB3OhLDvQmvKCANri42'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('CIR1104.D1'),IfcText(''),IfcText(''),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('DD/SS (GL)'),IfcText('J137'),IfcLengthMeasure(1910.),IfcText('Demountable'),IfcText('12f'),,,,,,,,
IfcText('CIR1109.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('1saDB3OhLDvQmvKCANri45'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('CIR1109.D1'),IfcText(''),IfcText(''),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('DD/SS (GL)'),IfcText('J137'),IfcLengthMeasure(1910.),,IfcText('22'),,,,,,,,
IfcText('PLA1122.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri4E'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1122.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,IfcText('09a'),,,,,,,,
IfcText('PLA1121.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri4F'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1121.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,,,,,,,,,
IfcText('PLA1120.D2'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri3m'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1120.D2'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,IfcText('09a'),,,,,,,,
IfcText('PLA1120.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri3n'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1120.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,IfcText('09a'),,,,,,,,
IfcText('PLA1114.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri3q'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1114.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,IfcText('09a'),,,,,,,,
IfcText('PLA1113.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri3s'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1113.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,,,,,,,,,
IfcText('IP41104.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(926.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('1saDB3OhLDvQmvKCANri3y'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('IP41104.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1010.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1010mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J139'),IfcLengthMeasure(1010.),,IfcText('06'),IfcText('Revit'),,,,,,,
IfcText('CLD1107.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('Laminate'),,IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri3d'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('CLD1107.D1'),IfcText(''),IfcText(''),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1510.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J123'),IfcLengthMeasure(1510.),,,,IfcBoolean(.F.),IfcText('TBC'),IfcText('TBC'),IfcLengthMeasure(900.),IfcLengthMeasure(521.),,
IfcText('PLA1104.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1saDB3OhLDvQmvKCANri3i'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1104.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,IfcText('09a'),,,,,,,,
